Date,HPI_US
1975-01-31,0.0
1975-02-28,0.621884914970682
1975-03-31,1.6485081930142258
1975-04-30,3.006170473835331
1975-05-31,3.8756785903897746
1975-06-30,4.097716353092879
1975-07-31,4.352939871378453
1975-08-31,4.7607263913888245
1975-09-30,5.137248338929739
1975-10-31,5.512799116946137
1975-11-30,6.003621488745879
1975-12-31,6.5968499413199
1976-01-31,7.209231477400851
1976-02-29,7.865196877651944
1976-03-31,8.790364220097604
1976-04-30,9.989015947541954
1976-05-31,10.876268512034555
1976-06-30,11.490337200053649
1976-07-31,12.252219539221198
1976-08-31,12.98754829226015
1976-09-30,13.568318407187306
1976-10-31,14.178115637868245
1976-11-30,15.021293247961161
1976-12-31,15.895848248032983
1977-01-31,16.717988062573802
1977-02-28,17.732938357667848
1977-03-31,19.29918642645062
1977-04-30,21.468771329586925
1977-05-31,23.36125499341905
1977-06-30,24.718606752301472
1977-07-31,26.157687792910373
1977-08-31,27.719474463610936
1977-09-30,29.061910442901407
1977-10-31,30.299745281469328
1977-11-30,31.650791085752985
1977-12-31,32.9172095676802
1978-01-31,34.07690114481447
1978-02-28,35.23009670350757
1978-03-31,36.629565855993775
1978-04-30,38.510327925765026
1978-05-31,40.422897864667256
1978-06-30,42.111309731326
1978-07-31,43.83501948767966
1978-08-31,45.4817794804669
1978-09-30,46.91482388018403
1978-10-31,48.3099043899538
1978-11-30,49.66136641096075
1978-12-31,50.85080246581281
1979-01-31,52.08291516702235
1979-02-28,53.52427716899945
1979-03-31,55.337490843770105
1979-04-30,57.6045835450878
1979-05-31,59.73093087667334
1979-06-30,61.46873751999016
1979-07-31,63.187602397208146
1979-08-31,64.99075438691924
1979-09-30,66.62696909643721
1979-10-31,67.88930722483744
1979-11-30,68.96307699016911
1979-12-31,69.91301215654254
1980-01-31,70.86449963123069
1980-02-29,72.01766937322981
1980-03-31,73.47483980455928
1980-04-30,75.0741892343981
1980-05-31,76.23635460008856
1980-06-30,77.11203625562707
1980-07-31,78.3510553978894
1980-08-31,79.87926081500885
1980-09-30,81.16900644152282
1980-10-31,81.87997293722817
1980-11-30,82.19079394121856
1980-12-31,82.65664358128582
1981-01-31,83.37585618882697
1981-02-28,84.17637752321589
1981-03-31,85.17684479306702
1981-04-30,86.33949313298588
1981-05-31,87.47056797877505
1981-06-30,88.45292329695057
1981-07-31,89.11260282891193
1981-08-31,89.41899394375125
1981-09-30,89.62690180366653
1981-10-31,89.74580594467176
1981-11-30,89.7146243150172
1981-12-31,89.73191505641933
1982-01-31,89.99160321579178
1982-02-28,90.4420637801153
1982-03-31,90.9963656203107
1982-04-30,91.57645165227427
1982-05-31,91.90503458841239
1982-06-30,91.83128796259795
1982-07-31,91.6036547646901
1982-08-31,91.50620866849222
1982-09-30,91.60898822964074
1982-10-31,91.92090409152225
1982-11-30,92.5140771031492
1982-12-31,93.34618342650622
1983-01-31,94.25282423054483
1983-02-28,95.1822309992907
1983-03-31,96.196459840462
1983-04-30,97.34953201216716
1983-05-31,98.5525807360362
1983-06-30,99.72384346407651
1983-07-31,100.74496565118369
1983-08-31,101.43305191296083
1983-09-30,101.91190398110857
1983-10-31,102.37843415975605
1983-11-30,102.85210425881102
1983-12-31,103.3420935562038
1984-01-31,103.86967025787224
1984-02-29,104.52067725260154
1984-03-31,105.50761281818755
1984-04-30,106.84462809824954
1984-05-31,108.2400916561062
1984-06-30,109.44754355678573
1984-07-31,110.44503477986004
1984-08-31,111.1498173071803
1984-09-30,111.5948081961137
1984-10-31,112.00378907143495
1984-11-30,112.55861564591059
1984-12-31,113.35495346611587
1985-01-31,114.2274063157754
1985-02-28,115.05289444770767
1985-03-31,115.89038932040167
1985-04-30,116.80099305063713
1985-05-31,117.9481669906811
1985-06-30,119.3782761231313
1985-07-31,120.93436995812398
1985-08-31,122.4742248209407
1985-09-30,123.62707617968623
1985-10-31,124.37916298090242
1985-11-30,125.01300978214529
1985-12-31,125.74953598917753
1986-01-31,126.61069623825856
1986-02-28,127.74835849664183
1986-03-31,129.24372855549126
1986-04-30,131.09268696694383
1986-05-31,133.32764187010125
1986-06-30,135.62892239845493
1986-07-31,137.56515024719295
1986-08-31,138.67014746023156
1986-09-30,139.24899644298299
1986-10-31,140.29808220162454
1986-11-30,141.736050284641
1986-12-31,142.93551725845634
1987-01-31,144.127460121934
1987-02-28,145.48149413850663
1987-03-31,147.21585955065123
1987-04-30,149.14090700082852
1987-05-31,150.88972974462038
1987-06-30,152.78740093819454
1987-07-31,154.422486492076
1987-08-31,155.57651814745262
1987-09-30,156.58776728709975
1987-10-31,157.43203742894954
1987-11-30,158.1383466304157
1987-12-31,158.85808052123875
1988-01-31,159.83776930432074
1988-02-29,161.16841171097758
1988-03-31,162.95190728503414
1988-04-30,165.09156856840465
1988-05-31,167.36066084101157
1988-06-30,169.50276664100107
1988-07-31,171.18918600391342
1988-08-31,172.46494013687015
1988-09-30,173.69793851368226
1988-10-31,175.01644819903467
1988-11-30,176.3773482379557
1988-12-31,177.72982306544063
1989-01-31,179.07110225139408
1989-02-28,180.62276902425293
1989-03-31,182.63790498688059
1989-04-30,184.95667864729222
1989-05-31,187.27213667080017
1989-06-30,189.4569956291348
1989-07-31,191.5656856112274
1989-08-31,193.41305793448186
1989-09-30,194.72756714864266
1989-10-31,195.76246093321785
1989-11-30,196.69763744442287
1989-12-31,197.69235653524888
1990-01-31,198.5332589144137
1990-02-28,199.16132268282112
1990-03-31,200.02038722929612
1990-04-30,201.05957195895073
1990-05-31,202.11254686118883
1990-06-30,203.14329182408943
1990-07-31,203.9005581239419
1990-08-31,204.00604030073288
1990-09-30,203.46047761095244
1990-10-31,202.45966529219965
1990-11-30,201.35296929230702
1990-12-31,200.80093755960175
1991-01-31,200.64423078747924
1991-02-28,200.66357214353542
1991-03-31,201.09495773237333
1991-04-30,201.6754814468645
1991-05-31,202.29887834907524
1991-06-30,202.92023191216848
1991-07-31,203.1442157535634
1991-08-31,202.82497587133454
1991-09-30,202.76404754819197
1991-10-31,203.260058277464
1991-11-30,203.7254550302359
1991-12-31,204.01779417202837
1992-01-31,204.55662189250376
1992-02-29,205.41759426379923
1992-03-31,206.0386226986986
1992-04-30,206.20503587708225
1992-05-31,206.20319758584694
1992-06-30,206.41567909679935
1992-07-31,207.0184260736041
1992-08-31,207.86588883041995
1992-09-30,208.39438134556121
1992-10-31,208.5984636188281
1992-11-30,208.56329536442323
1992-12-31,207.4534081715627
1993-01-31,205.84124467533286
1993-02-28,205.2680258202952
1993-03-31,206.02939166003722
1993-04-30,207.40199537584294
1993-05-31,208.84769942993586
1993-06-30,209.97401533196748
1993-07-31,210.42111613499833
1993-08-31,210.66822032849723
1993-09-30,210.61771677534566
1993-10-31,210.1811417593533
1993-11-30,209.84986227334977
1993-12-31,209.5278823408476
1994-01-31,209.2643714260887
1994-02-28,209.60677342047336
1994-03-31,210.9399894187296
1994-04-30,212.97811826724887
1994-05-31,215.0475499633329
1994-06-30,216.72755817774478
1994-07-31,217.73565964605555
1994-08-31,217.93643963646667
1994-09-30,217.73656138811435
1994-10-31,217.5752768093243
1994-11-30,217.40267900037134
1994-12-31,217.13080848983827
1995-01-31,217.06223683773476
1995-02-28,217.40383022032475
1995-03-31,217.9118010827787
1995-04-30,218.64698775061586
1995-05-31,219.6528246933097
1995-06-30,220.58050846727565
1995-07-31,221.49451232657086
1995-08-31,222.10621971669593
1995-09-30,221.88729967847345
1995-10-31,221.41498849174596
1995-11-30,221.1170377718867
1995-12-31,220.8513202556486
1996-01-31,220.90627703569922
1996-02-29,221.6069520387167
1996-03-31,223.26187650366933
1996-04-30,225.54504703294182
1996-05-31,227.64205604767167
1996-06-30,229.51142287831453
1996-07-31,230.5874792420696
1996-08-31,230.5797556190305
1996-09-30,230.33930197484165
1996-10-31,230.12990177672881
1996-11-30,229.83515401634105
1996-12-31,229.4938243868088
1997-01-31,229.54251135223646
1997-02-28,230.4323161061957
1997-03-31,232.40024294994703
1997-04-30,234.86548668129046
1997-05-31,236.97931601922502
1997-06-30,238.55889960322673
1997-07-31,239.5848090594448
1997-08-31,240.05600526806916
1997-09-30,240.3803990020312
1997-10-31,240.90016168402863
1997-11-30,241.51150398993548
1997-12-31,241.84296562752925
1998-01-31,242.2652790042824
1998-02-28,243.9530472576192
1998-03-31,246.82412033445118
1998-04-30,250.23455341748559
1998-05-31,253.64502726305074
1998-06-30,256.5337949754395
1998-07-31,258.6378026997977
1998-08-31,259.82101113304515
1998-09-30,260.5357032086067
1998-10-31,261.4568374503102
1998-11-30,262.45421679396935
1998-12-31,263.3154269742854
1999-01-31,264.5222143816171
1999-02-28,266.51513684490317
1999-03-31,269.4581790966094
1999-04-30,273.08866830096815
1999-05-31,276.96589767579997
1999-06-30,280.6597629289667
1999-07-31,283.5702601349894
1999-08-31,285.6398986787383
1999-09-30,286.97064323579633
1999-10-31,287.9288082904928
1999-11-30,289.17317649299247
1999-12-31,291.8906343616622
2000-01-31,294.12075747655604
2000-02-29,296.05676457600595
2000-03-31,300.09177028626436
2000-04-30,304.8240227785895
2000-05-31,309.52180950904284
2000-06-30,313.54158512719056
2000-07-31,316.43636287000504
2000-08-31,318.27272047233487
2000-09-30,319.7291268916729
2000-10-31,321.53560954901985
2000-11-30,323.2096101058327
2000-12-31,324.47704662379516
2001-01-31,326.07320570962025
2001-02-28,328.91367672502287
2001-03-31,333.05263019970977
2001-04-30,337.5449175614999
2001-05-31,341.65213662280877
2001-06-30,345.41390403863625
2001-07-31,348.5911800596328
2001-08-31,350.6779273460053
2001-09-30,352.16673818178134
2001-10-31,353.37067911819935
2001-11-30,354.1204258368843
2001-12-31,355.10333915560625
2002-01-31,357.1693430552166
2002-02-28,360.52833842148385
2002-03-31,365.45039881776995
2002-04-30,371.3001415745134
2002-05-31,377.15735542441155
2002-06-30,382.83244098785224
2002-07-31,387.86297330982524
2002-08-31,391.52335145417493
2002-09-30,394.28074301550606
2002-10-31,396.95680354372047
2002-11-30,398.95705692510603
2002-12-31,400.4735194266825
2003-01-31,402.16249173463075
2003-02-28,404.7549662378662
2003-03-31,409.3951876706982
2003-04-30,415.070400110328
2003-05-31,420.2960007741816
2003-06-30,425.67522460514203
2003-07-31,431.4621890319413
2003-08-31,436.3797843117262
2003-09-30,439.924854370001
2003-10-31,442.691161986801
2003-11-30,445.09464126860496
2003-12-31,447.4781437691931
2004-01-31,450.3584033952472
2004-02-29,455.0313943287354
2004-03-31,462.1589852486021
2004-04-30,471.5493049740818
2004-05-31,482.35763989517517
2004-06-30,492.34928454417144
2004-07-31,499.67468584274434
2004-08-31,504.19425077871387
2004-09-30,507.3742535129149
2004-10-31,510.5757765117687
2004-11-30,513.3889922804847
2004-12-31,515.7448224432401
2005-01-31,519.4034957604275
2005-02-28,525.4911172793503
2005-03-31,534.4550639465821
2005-04-30,545.228370003043
2005-05-31,555.6740640382042
2005-06-30,565.027994322774
2005-07-31,572.975237515569
2005-08-31,579.1278545353939
2005-09-30,583.1075632812068
2005-10-31,585.3058221733971
2005-11-30,586.2426972210147
2005-12-31,586.2114603796307
2006-01-31,586.9100421207853
2006-02-28,590.0124816499263
2006-03-31,595.2292717408571
2006-04-30,601.1570220876806
2006-05-31,606.5372485334252
2006-06-30,609.8380884219198
2006-07-31,610.2041410845618
2006-08-31,607.7949187981077
2006-09-30,603.970270413786
2006-10-31,600.2467207039559
2006-11-30,596.2113417085828
2006-12-31,592.4661801744008
2007-01-31,591.434188140385
2007-02-28,593.9692621831706
2007-03-31,598.4545158754028
2007-04-30,601.9127479051488
2007-05-31,603.4053559852409
2007-06-30,603.246761470307
2007-07-31,600.322401353314
2007-08-31,594.6326133482003
2007-09-30,586.882631303261
2007-10-31,577.4169985255455
2007-11-30,566.9784013221268
2007-12-31,556.3964598755239
2008-01-31,546.7255930400337
2008-02-29,539.2027605481001
2008-03-31,534.4014162028059
2008-04-30,531.596369664643
2008-05-31,529.6710672565725
2008-06-30,527.7390824761478
2008-07-31,523.8532798535099
2008-08-31,517.2396357664848
2008-09-30,508.87697390968856
2008-10-31,499.1092358515095
2008-11-30,487.56171668632095
2008-12-31,475.57002350856186
2009-01-31,466.54267261998046
2009-02-28,461.694138185116
2009-03-31,459.5203440275081
2009-04-30,459.5144788159163
2009-05-31,462.2679962176905
2009-06-30,466.2325470155117
2009-07-31,468.31165681372744
2009-08-31,468.11165685507143
2009-09-30,466.9383989448346
2009-10-31,465.3900046056056
2009-11-30,462.6879900226433
2009-12-31,458.3745067826629
2010-01-31,454.7718192712721
2010-02-28,454.44094747849283
2010-03-31,456.64363994853943
2010-04-30,459.4255589397125
2010-05-31,461.3060454007821
2010-06-30,460.3258301855116
2010-07-31,456.73947519254835
2010-08-31,451.6817674255735
2010-09-30,446.12419926634004
2010-10-31,441.15561037040845
2010-11-30,436.29151749345874
2010-12-31,430.9835835212861
2011-01-31,426.46542772176826
2011-02-28,424.23809440161267
2011-03-31,424.7034491396465
2011-04-30,426.7250410670612
2011-05-31,428.8124198903837
2011-06-30,430.34046208334445
2011-07-31,429.9750285204748
2011-08-31,427.6354425424735
2011-09-30,424.5099376946776
2011-10-31,421.0373627128692
2011-11-30,417.7087751843139
2011-12-31,414.05825106236296
2012-01-31,411.060264849813
2012-02-29,411.5138920086596
2012-03-31,416.5707288336302
2012-04-30,424.24249270542674
2012-05-31,431.8482099013629
2012-06-30,437.75743386259114
2012-07-31,441.03866664692964
2012-08-31,442.7718487911038
2012-09-30,444.2170260606923
2012-10-31,445.59675852042494
2012-11-30,446.15396716245664
2012-12-31,446.09440819377687
2013-01-31,447.78280372231416
2013-02-28,453.11984391578284
2013-03-31,461.8792408246868
2013-04-30,472.4271675247697
2013-05-31,482.87654793084215
2013-06-30,492.0763128637735
2013-07-31,498.61784016827625
2013-08-31,501.56088376981944
2013-09-30,502.19812025798683
2013-10-31,501.6442134106623
2013-11-30,500.21334882792274
2013-12-31,498.8919855277081
2014-01-31,499.1962129387186
2014-02-28,502.5639470139446
2014-03-31,508.9814399605911
2014-04-30,516.5424275906054
2014-05-31,523.4268275878451
2014-06-30,528.8444794107318
2014-07-31,532.0393069633383
2014-08-31,532.6012027658142
2014-09-30,531.6869563773135
2014-10-31,530.8832751806076
2014-11-30,530.0783658444626
2014-12-31,529.0780721008282
2015-01-31,529.3029979883775
2015-02-28,532.8341659988981
2015-03-31,540.0133077034828
2015-04-30,548.5918898701502
2015-05-31,556.9447993243524
2015-06-30,563.5971725697685
2015-07-31,567.4853722142888
2015-08-31,568.9395424545869
2015-09-30,568.9271225533367
2015-10-31,568.5375698226486
2015-11-30,567.9963819206538
2015-12-31,567.0500109394739
2016-01-31,566.9279974319411
2016-02-29,570.2207573998531
2016-03-31,577.3374629878886
