Date,HPI_AVG
1975-01-31,0.0
1975-02-28,0.6279651348219288
1975-03-31,1.6618502568222093
1975-04-30,3.0265300349919206
1975-05-31,3.9000136808076173
1975-06-30,4.12295587169344
1975-07-31,4.381031289406682
1975-08-31,4.791363037969147
1975-09-30,5.16660754700391
1975-10-31,5.5392362878984915
1975-11-30,6.029867552334346
1975-12-31,6.625983587983336
1976-01-31,7.2422857210313785
1976-02-29,7.90459270533484
1976-03-31,8.834107920084318
1976-04-30,10.032450123326196
1976-05-31,10.91979306472731
1976-06-30,11.537688773008238
1976-07-31,12.303520231224534
1976-08-31,13.035573748127746
1976-09-30,13.607927977414988
1976-10-31,14.209640390132432
1976-11-30,15.04970897345686
1976-12-31,15.926571341728144
1977-01-31,16.75237469780162
1977-02-28,17.77363047321182
1977-03-31,19.34689444204108
1977-04-30,21.523253241141795
1977-05-31,23.4175818979801
1977-06-30,24.770572544552753
1977-07-31,26.205183789750926
1977-08-31,27.764392325823717
1977-09-30,29.10654967850374
1977-10-31,30.344242817906068
1977-11-30,31.69949199338837
1977-12-31,32.97487063564287
1978-01-31,34.1380333699568
1978-02-28,35.28620053720818
1978-03-31,36.6808186420349
1978-04-30,38.562592022878896
1978-05-31,40.47535005292401
1978-06-30,42.162207183284764
1978-07-31,43.891115841136155
1978-08-31,45.54199299486068
1978-09-30,46.97604277797819
1978-10-31,48.36893932112458
1978-11-30,49.72022877734178
1978-12-31,50.91218926919524
1979-01-31,52.140609884333365
1979-02-28,53.57838488078947
1979-03-31,55.397924475742656
1979-04-30,57.67661962531401
1979-05-31,59.80437482571331
1979-06-30,61.53064788767474
1979-07-31,63.23591764233567
1979-08-31,65.03405632181594
1979-09-30,66.67134662572232
1979-10-31,67.93436975157174
1979-11-30,69.0090375652169
1979-12-31,69.96436207221927
1980-01-31,70.91873448626417
1980-02-29,72.06821676118865
1980-03-31,73.52316063548567
1980-04-30,75.12370932915793
1980-05-31,76.2880297679439
1980-06-30,77.16492216449076
1980-07-31,78.40558291798001
1980-08-31,79.94047973658053
1980-09-30,81.23446602767602
1980-10-31,81.94166883845784
1980-11-30,82.24417649380702
1980-12-31,82.70540435616206
1981-01-31,83.42931175948681
1981-02-28,84.23853671311905
1981-03-31,85.24436547149993
1981-04-30,86.40440069147793
1981-05-31,87.52565924536357
1981-06-30,88.49398808081637
1981-07-31,89.14621545503977
1981-08-31,89.45925327624994
1981-09-30,89.68064290209344
1981-10-31,89.812785617881
1981-11-30,89.79346535487153
1981-12-31,89.8165528181466
1982-01-31,90.07396705323505
1982-02-28,90.52221966415892
1982-03-31,91.07853171506524
1982-04-30,91.66009741834235
1982-05-31,91.98143961840812
1982-06-30,91.89295153489445
1982-07-31,91.65158704577101
1982-08-31,91.54860015910279
1982-09-30,91.65746465074135
1982-10-31,91.97869291662447
1982-11-30,92.57708335527361
1982-12-31,93.4119510208818
1983-01-31,94.32224481410312
1983-02-28,95.2553641523524
1983-03-31,96.27213574349462
1983-04-30,97.42361704119597
1983-05-31,98.62341320581297
1983-06-30,99.79632207964542
1983-07-31,100.81986631881388
1983-08-31,101.50572916247683
1983-09-30,101.98210594800928
1983-10-31,102.45382919591464
1983-11-30,102.93582994070337
1983-12-31,103.42841260139782
1984-01-31,103.95947977357464
1984-02-29,104.61176944659634
1984-03-31,105.59332470762658
1984-04-30,106.93003378196292
1984-05-31,108.3271618871131
1984-06-30,109.53271878806177
1984-07-31,110.52190639505501
1984-08-31,111.22353844898991
1984-09-30,111.67594188403386
1984-10-31,112.08920564251657
1984-11-30,112.64351433053886
1984-12-31,113.43859697707806
1985-01-31,114.31084170066319
1985-02-28,115.13836951465287
1985-03-31,115.97972789968314
1985-04-30,116.88897077545238
1985-05-31,118.0307837328162
1985-06-30,119.46025631238295
1985-07-31,121.01776133091956
1985-08-31,122.55871156280342
1985-09-30,123.71183543818033
1985-10-31,124.46367720649614
1985-11-30,125.10179278602362
1985-12-31,125.84426724417348
1986-01-31,126.70939551275124
1986-02-28,127.85027160575271
1986-03-31,129.34648588168048
1986-04-30,131.19557716429318
1986-05-31,133.42831150068264
1986-06-30,135.7222570181277
1986-07-31,137.65481913120914
1986-08-31,138.763450113617
1986-09-30,139.34127630498332
1986-10-31,140.39119053832962
1986-11-30,141.8333029155664
1986-12-31,143.0316139694091
1987-01-31,144.22105313079632
1987-02-28,145.5751343970341
1987-03-31,147.31482552875642
1987-04-30,149.2418384666196
1987-05-31,150.98832722958767
1987-06-30,152.89069934500435
1987-07-31,154.53128680962664
1987-08-31,155.68461436003193
1987-09-30,156.69210353639178
1987-10-31,157.53250223964713
1987-11-30,158.23851836661132
1987-12-31,158.9634542606701
1988-01-31,159.94816238022364
1988-02-29,161.2766327038999
1988-03-31,163.05844964604267
1988-04-30,165.20252138159626
1988-05-31,167.47423700611614
1988-06-30,169.6139190502826
1988-07-31,171.30153026789048
1988-08-31,172.5814177931049
1988-09-30,173.81064736259825
1988-10-31,175.1235595912146
1988-11-30,176.48490314770402
1988-12-31,177.83796761856505
1989-01-31,179.17771173152954
1989-02-28,180.72734475969364
1989-03-31,182.7452927012066
1989-04-30,185.07009639747017
1989-05-31,187.39090387000576
1989-06-30,189.57717508738764
1989-07-31,191.68103666447226
1989-08-31,193.52820191624707
1989-09-30,194.8469608934556
1989-10-31,195.8829841722157
1989-11-30,196.8164114032718
1989-12-31,197.8056243204789
1990-01-31,198.64110366516095
1990-02-28,199.26893011190134
1990-03-31,200.13259299553428
1990-04-30,201.17534484178032
1990-05-31,202.2300988254331
1990-06-30,203.26436535452086
1990-07-31,204.02453515570085
1990-08-31,204.12604558208236
1990-09-30,203.57560360253578
1990-10-31,202.57566327815968
1990-11-30,201.47108198093667
1990-12-31,200.9202601316008
1991-01-31,200.76538838083917
1991-02-28,200.7886163582682
1991-03-31,201.221716164549
1991-04-30,201.80044888199438
1991-05-31,202.42613027111977
1991-06-30,203.05081257777132
1991-07-31,203.2730162327528
1991-08-31,202.95216826982033
1991-09-30,202.89193532428547
1991-10-31,203.38644842811857
1991-11-30,203.85091061730958
1991-12-31,204.14381638437274
1992-01-31,204.68275829027743
1992-02-29,205.5463186123372
1992-03-31,206.17488055435896
1992-04-30,206.3426241286559
1992-05-31,206.33118122806937
1992-06-30,206.54042510227558
1992-07-31,207.14581201872352
1992-08-31,207.9973308408978
1992-09-30,208.53043721793946
1992-10-31,208.74047415967027
1992-11-30,208.71588963121616
1992-12-31,207.59676044770902
1993-01-31,205.96756564544668
1993-02-28,205.39609967302033
1993-03-31,206.16035568083475
1993-04-30,207.53406286064174
1993-05-31,208.97935780617635
1993-06-30,210.09930059415345
1993-07-31,210.53970127602204
1993-08-31,210.7879708161666
1993-09-30,210.74784909905915
1993-10-31,210.32001958001547
1993-11-30,209.99394282415798
1993-12-31,209.66881590627082
1994-01-31,209.4047754826624
1994-02-28,209.7552280171627
1994-03-31,211.08282251825761
1994-04-30,213.10618887545917
1994-05-31,215.1705616181844
1994-06-30,216.85676077216385
1994-07-31,217.87247330921474
1994-08-31,218.07472960666388
1994-09-30,217.8752571906835
1994-10-31,217.7192846069909
1994-11-30,217.55367350739562
1994-12-31,217.286917353042
1995-01-31,217.2125600851048
1995-02-28,217.54465366909582
1995-03-31,218.05538692118301
1995-04-30,218.79135724464803
1995-05-31,219.79621310558514
1995-06-30,220.73056101265874
1995-07-31,221.65005914544722
1995-08-31,222.26799191875273
1995-09-30,222.04631848727246
1995-10-31,221.56684620737266
1995-11-30,221.26717572932856
1995-12-31,220.99943276965365
1996-01-31,221.05680420015935
1996-02-29,221.76012986412553
1996-03-31,223.41340524979776
1996-04-30,225.69290415578777
1996-05-31,227.78819408070595
1996-06-30,229.6512905578485
1996-07-31,230.71917165421596
1996-08-31,230.70924256771505
1996-09-30,230.46895712605323
1996-10-31,230.26223582234383
1996-11-30,229.96904123006794
1996-12-31,229.62980984725496
1997-01-31,229.682924749524
1997-02-28,230.57736281485793
1997-03-31,232.53909822790095
1997-04-30,235.0020759492651
1997-05-31,237.13083707778662
1997-06-30,238.71329269285593
1997-07-31,239.73994420243588
1997-08-31,240.2120771488121
1997-09-30,240.52985764121982
1997-10-31,241.0516609268799
1997-11-30,241.6678115468723
1997-12-31,242.0023897360393
1998-01-31,242.42764010181938
1998-02-28,244.1114495469383
1998-03-31,246.97841960665775
1998-04-30,250.39470626718133
1998-05-31,253.8111751654917
1998-06-30,256.69981427182427
1998-07-31,258.8063916560942
1998-08-31,259.988365973325
1998-09-30,260.69895317588043
1998-10-31,261.6222637488185
1998-11-30,262.62180087639103
1998-12-31,263.4785015232075
1999-01-31,264.6896362050121
1999-02-28,266.69544538492335
1999-03-31,269.63700724398666
1999-04-30,273.259828851153
1999-05-31,277.1362437004443
1999-06-30,280.84342654376064
1999-07-31,283.76428182805466
1999-08-31,285.83241092927096
1999-09-30,287.1628668264879
1999-10-31,288.1200601742861
1999-11-30,289.362389278553
1999-12-31,292.07749160838694
2000-01-31,294.3061205389008
2000-02-29,296.243459551422
2000-03-31,300.27719947985145
2000-04-30,305.01122414347356
2000-05-31,309.71481953448233
2000-06-30,313.7358526271484
2000-07-31,316.6298010774357
2000-08-31,318.46718949044094
2000-09-30,319.92834928997866
2000-10-31,321.73890276102594
2000-11-30,323.41131366637956
2000-12-31,324.6680185262426
2001-01-31,326.2655554021338
2001-02-28,329.11526597684394
2001-03-31,333.26200903730654
2001-04-30,337.7693022949871
2001-05-31,341.88186004709326
2001-06-30,345.63905381769086
2001-07-31,348.82029880751867
2001-08-31,350.91422741239
2001-09-30,352.4144946307063
2001-10-31,353.6282931615642
2001-11-30,354.36836368872156
2001-12-31,355.34253946811367
2002-01-31,357.40445630048106
2002-02-28,360.7631479725138
2002-03-31,365.6881330148463
2002-04-30,371.53517517999325
2002-05-31,377.38959043127795
2002-06-30,383.06898665755216
2002-07-31,388.12591104215807
2002-08-31,391.80548382246224
2002-09-30,394.55664631899447
2002-10-31,397.2410000853188
2002-11-30,399.2467141013737
2002-12-31,400.76386510090333
2003-01-31,402.45490716471943
2003-02-28,405.04381573221
2003-03-31,409.69280189487955
2003-04-30,415.38377677961245
2003-05-31,420.6269083229778
2003-06-30,426.0230774801793
2003-07-31,431.80719526855034
2003-08-31,436.7083168559842
2003-09-30,440.2524513268099
2003-10-31,443.02685989587536
2003-11-30,445.4383682823088
2003-12-31,447.8376872102724
2004-01-31,450.7248487904015
2004-02-29,455.39040919376566
2004-03-31,462.5036430942222
2004-04-30,471.89315426715984
2004-05-31,482.72136726176404
2004-06-30,492.71839087828255
2004-07-31,500.04786547897174
2004-08-31,504.56066629865137
2004-09-30,507.7393473553173
2004-10-31,510.95593105183985
2004-11-30,513.7644857324038
2004-12-31,516.1193363556766
2005-01-31,519.8228178180235
2005-02-28,525.9552849640398
2005-03-31,534.9200933381405
2005-04-30,545.7138906419882
2005-05-31,556.1539397836709
2005-06-30,565.4760396224825
2005-07-31,573.4322279887435
2005-08-31,579.6103708555609
2005-09-30,583.5980547220184
2005-10-31,585.796793559669
2005-11-30,586.7341382640155
2005-12-31,586.6974018050047
2006-01-31,587.3842086007392
2006-02-28,590.4544800234345
2006-03-31,595.684759413887
2006-04-30,601.6516695630137
2006-05-31,607.0312665603939
2006-06-30,610.3187312136874
2006-07-31,610.6844624031983
2006-08-31,608.2726562395502
2006-09-30,604.4257704600998
2006-10-31,600.6975742108774
2006-11-30,596.6690744394892
2006-12-31,592.9096035989761
2007-01-31,591.8781453273015
2007-02-28,594.4252829539545
2007-03-31,598.9018547929052
2007-04-30,602.3537189254704
2007-05-31,603.8310203521455
2007-06-30,603.6562295437283
2007-07-31,600.7414457296018
2007-08-31,595.0774937448917
2007-09-30,587.3424694675361
2007-10-31,577.8484696204431
2007-11-30,567.3647750957559
2007-12-31,556.7655165549899
2008-01-31,547.1068803063376
2008-02-29,539.5897797735059
2008-03-31,534.7856079412288
2008-04-30,531.9788972116681
2008-05-31,530.0175800286764
2008-06-30,528.0682757696592
2008-07-31,524.1990210694676
2008-08-31,517.5616029680912
2008-09-30,509.16901436488956
2008-10-31,499.40034111195297
2008-11-30,487.85958465608593
2008-12-31,475.8871622048158
2009-01-31,466.8703905601654
2009-02-28,461.99083841346095
2009-03-31,459.8275695049231
2009-04-30,459.87114677117734
2009-05-31,462.6503524751136
2009-06-30,466.60565642436194
2009-07-31,468.679584142297
2009-08-31,468.5098498984432
2009-09-30,467.3427110017185
2009-10-31,465.7961445225495
2009-11-30,463.0984118875691
2009-12-31,458.76887149773506
2010-01-31,455.1462770200118
2010-02-28,454.82936388230524
2010-03-31,457.04438330271546
2010-04-30,459.8205355161982
2010-05-31,461.71016597732057
2010-06-30,460.74720160348465
2010-07-31,457.1608990847573
2010-08-31,452.0714678072045
2010-09-30,446.49329685123064
2010-10-31,441.54207981059307
2010-11-30,436.7027631325715
2010-12-31,431.39203157507956
2011-01-31,426.86432091607037
2011-02-28,424.6321328896066
2011-03-31,425.0776372869287
2011-04-30,427.0937730808263
2011-05-31,429.20428331561584
2011-06-30,430.7413334940911
2011-07-31,430.38164320714395
2011-08-31,428.0513915637777
2011-09-30,424.9365810866998
2011-10-31,421.4440157945027
2011-11-30,418.0810317055389
2011-12-31,414.42432763776674
2012-01-31,411.42274945207816
2012-02-29,411.8879477862925
2012-03-31,416.98503888582917
2012-04-30,424.69526586331324
2012-05-31,432.2844079706105
2012-06-30,438.13642958060865
2012-07-31,441.3944936176437
2012-08-31,443.1507893198505
2012-09-30,444.6064420627441
2012-10-31,445.96302672147107
2012-11-30,446.4959831312487
2012-12-31,446.4341839973215
2013-01-31,448.1337882177271
2013-02-28,453.49438098154377
2013-03-31,462.2671224152315
2013-04-30,472.82250697419863
2013-05-31,483.30080269436644
2013-06-30,492.5298418452682
2013-07-31,499.11917274850055
2013-08-31,502.10589252215647
2013-09-30,502.74292941519025
2013-10-31,502.2002086985962
2013-11-30,500.8143809754456
2013-12-31,499.52397709032743
2014-01-31,499.85011766954136
2014-02-28,503.2170031835914
2014-03-31,509.5934436350559
2014-04-30,517.0773804409164
2014-05-31,523.8677722011257
2014-06-30,529.1998120285155
2014-07-31,532.3197253589708
2014-08-31,532.8424298581132
2014-09-30,531.936765727683
2014-10-31,531.1429217400802
2014-11-30,530.3190187733895
2014-12-31,529.3159329117669
2015-01-31,529.5474431026742
2015-02-28,533.0662111760169
2015-03-31,540.2433825837411
2015-04-30,548.8483479602751
2015-05-31,557.2094580890702
2015-06-30,563.8695143507115
2015-07-31,567.7905510731424
2015-08-31,569.2526525697646
2015-09-30,569.2650247204158
2015-10-31,568.9398339112253
2015-11-30,568.4034165420304
2015-12-31,567.4350891207221
2016-01-31,567.553797803478
2016-02-29,571.7915243307046
2016-03-31,579.7358233089177
2016-04-30,588.5875888784989
2016-05-31,597.5997888445295
2016-06-30,604.8689669990752
